duration,UDP,out_packets,out_bytes,in_packets,in_bytes,label
30.02199999999993,0.0,32,2424,5522853,276142634,1
30.02199999999993,0.0,30,2340,5569891,278494550,1
30.02300000000014,1.0,1,42,2652,4008354,0
30.021000000000186,0.0,32,2424,5562766,278138284,1
30.021000000000072,1.0,30,17700,4543145,4842992570,1
30.02199999999993,1.0,1,42,2658,4017426,0
30.019999999999985,0.0,2494762,109168388956,1655670,109274244,0
30.02199999999993,1.0,1,42,2659,4018938,0
30.019999999999985,1.0,33,17826,4290585,4573760538,1
30.019000000000005,1.0,32,17784,4306513,4590740810,1
