duration,protocol,in_packets,in_bytes,out_packets,out_bytes
109903.536,ICMP,113444,10769024,113445,10769122
109933.559,ICMP,113475,10771950,113476,10772048
109963.581,ICMP,113506,10774932,113507,10775030
109993.603,ICMP,113537,10777858,113538,10777956
110023.626,ICMP,113568,10780784,113569,10780882
110053.649,ICMP,113599,10783766,113600,10783864
110083.672,ICMP,113630,10786692,113631,10786790
110113.694,ICMP,113660,10789576,113661,10789674
110143.716,ICMP,113692,10792600,113693,10792698
110173.737,ICMP,113723,10795526,113724,10795624
110203.759,ICMP,113753,10798410,113754,10798508
110233.782,ICMP,113784,10801336,113785,10801434
110263.805,ICMP,113815,10804318,113816,10804416
110293.826,ICMP,113846,10807244,113847,10807342
110323.849,ICMP,113876,10810128,113877,10810226
110353.868,ICMP,113908,10813152,113909,10813250
110383.888,ICMP,113938,10816036,113939,10816134
110413.909,ICMP,113968,10818920,113969,10819018
110443.930,ICMP,114000,10821944,114001,10822042
110473.952,ICMP,114030,10824828,114031,10824926
110503.975,ICMP,114062,10827852,114063,10827950
110533.998,ICMP,114092,10830736,114093,10830834
110564.019,ICMP,114122,10833620,114123,10833718
110594.042,ICMP,114154,10836644,114155,10836742
110624.065,ICMP,114183,10839430,114184,10839528
110654.088,ICMP,114216,10842496,114217,10842594
110684.109,ICMP,114246,10845380,114247,10845478
110714.131,ICMP,114278,10848404,114279,10848502
110744.153,ICMP,114310,10851372,114311,10851470
110774.176,ICMP,114340,10854256,114341,10854354
110804.198,ICMP,114372,10857280,114373,10857378
110834.221,ICMP,114403,10860206,114404,10860304
110864.243,ICMP,114434,10863132,114435,10863230
110894.266,ICMP,114466,10866156,114467,10866254
110924.289,ICMP,114497,10869082,114498,10869180
110954.311,ICMP,114528,10872008,114529,10872106
110984.333,ICMP,114560,10875032,114561,10875130
111014.353,ICMP,114591,10877958,114592,10878056
111044.375,ICMP,114623,10880926,114624,10881024
111074.396,ICMP,114654,10883852,114655,10883950
111104.418,ICMP,114686,10886876,114687,10886974
111134.439,ICMP,114717,10889802,114718,10889900
111164.462,ICMP,114748,10892728,114749,10892826
111194.484,ICMP,114779,10895710,114780,10895808
111224.506,ICMP,114810,10898636,114811,10898734
111254.527,ICMP,114840,10901520,114841,10901618
111284.550,ICMP,114873,10904586,114874,10904684
111314.571,ICMP,114904,10907512,114905,10907610
111344.593,ICMP,114934,10910396,114935,10910494
111374.614,ICMP,114966,10913420,114967,10913518
111404.636,ICMP,114996,10916304,114997,10916402
111434.657,ICMP,115027,10919230,115028,10919328
111464.680,ICMP,115059,10922254,115060,10922352
111494.702,ICMP,115089,10925138,115090,10925236
111524.724,ICMP,115120,10928064,115121,10928162
111554.746,ICMP,115152,10931032,115153,10931130
111584.768,ICMP,115184,10934056,115185,10934154
111614.792,ICMP,115215,10936982,115216,10937080
111644.814,ICMP,115246,10939908,115247,10940006
111674.836,ICMP,115278,10942932,115279,10943030
111704.858,ICMP,115310,10945900,115311,10945998
111734.880,ICMP,115341,10948826,115342,10948924
111764.902,ICMP,115374,10951892,115374,10951948
111794.924,ICMP,115404,10954776,115405,10954874
111824.946,ICMP,115436,10957800,115437,10957898
111854.968,ICMP,115467,10960726,115468,10960824
111884.991,ICMP,115498,10963652,115499,10963750
111915.013,ICMP,115530,10966676,115531,10966774
111945.033,ICMP,115561,10969602,115562,10969700
111975.053,ICMP,115592,10972528,115593,10972626
112005.075,ICMP,115623,10975454,115624,10975552
112035.098,ICMP,115654,10978380,115655,10978478
112065.120,ICMP,115686,10981404,115687,10981502
112095.142,ICMP,115717,10984330,115718,10984428
112125.165,ICMP,115748,10987312,115749,10987410
112155.187,ICMP,115779,10990238,115780,10990336
112185.207,ICMP,115809,10993122,115810,10993220
112215.228,ICMP,115840,10996104,115841,10996202
112245.250,ICMP,115871,10999030,115872,10999128
112275.270,ICMP,115901,11001914,115902,11002012
112305.291,ICMP,115932,11004896,115933,11004994
112335.312,ICMP,115963,11007822,115964,11007920
112365.333,ICMP,115993,11010706,115994,11010804
112395.355,ICMP,116024,11013688,116025,11013786
112425.376,ICMP,116055,11016614,116056,11016712
112455.398,ICMP,116085,11019498,116086,11019596
112485.420,ICMP,116116,11022424,116117,11022522
112515.442,ICMP,116148,11025448,116149,11025546
112545.465,ICMP,116178,11028332,116179,11028430
112575.486,ICMP,116209,11031258,116210,11031356
112605.507,ICMP,116241,11034282,116242,11034380
112635.529,ICMP,116271,11037166,116272,11037264
112665.550,ICMP,116302,11040092,116303,11040190
112695.572,ICMP,116334,11043116,116335,11043214
112725.593,ICMP,116364,11046000,116365,11046098
112755.614,ICMP,116395,11048926,116396,11049024
112785.636,ICMP,116427,11051950,116428,11052048
112815.656,ICMP,116457,11054834,116458,11054932
112845.677,ICMP,116487,11057718,116488,11057816
112875.698,ICMP,116518,11060700,116519,11060798
112905.719,ICMP,116549,11063626,116550,11063724
112935.739,ICMP,116580,11066552,116581,11066650
112965.760,ICMP,116610,11069436,116611,11069534
112995.781,ICMP,116642,11072460,116643,11072558
113025.804,ICMP,116671,11075302,116672,11075400
113055.827,ICMP,116702,11078228,116703,11078326
113085.849,ICMP,116734,11081252,116735,11081350
113115.872,ICMP,116764,11084136,116765,11084234
113145.894,ICMP,116795,11087062,116796,11087160
113175.918,ICMP,116826,11090044,116827,11090142
113205.939,ICMP,116858,11093012,116859,11093110
113235.961,ICMP,116889,11095938,116890,11096036
113265.981,ICMP,116920,11098920,116921,11099018
113296.003,ICMP,116951,11101846,116952,11101944
113326.025,ICMP,116984,11104912,116985,11105010
113356.048,ICMP,117013,11107754,117014,11107852
113386.070,ICMP,117044,11110680,117045,11110778
113416.091,ICMP,117075,11113606,117076,11113704
113446.112,ICMP,117106,11116532,117107,11116630
113476.133,ICMP,117137,11119514,117138,11119612
113506.154,ICMP,117168,11122440,117169,11122538
113536.175,ICMP,117199,11125366,117200,11125464
113566.196,ICMP,117230,11128348,117231,11128446
113596.218,ICMP,117261,11131274,117262,11131372
113626.238,ICMP,117293,11134298,117294,11134396
113656.260,ICMP,117324,11137224,117325,11137322
113686.283,ICMP,117354,11140108,117355,11140206
113716.305,ICMP,117386,11143132,117387,11143230
113746.327,ICMP,117417,11146058,117418,11146156
113776.350,ICMP,117448,11148984,117449,11149082
113806.372,ICMP,117480,11152008,117481,11152106
113836.393,ICMP,117510,11154836,117511,11154934
113866.415,ICMP,117542,11157860,117543,11157958
113896.437,ICMP,117573,11160786,117574,11160884
113926.460,ICMP,117605,11163810,117606,11163908
113956.482,ICMP,117636,11166736,117637,11166834
113986.504,ICMP,117666,11169620,117667,11169718
114016.527,ICMP,117698,11172644,117699,11172742
114046.549,ICMP,117729,11175570,117730,11175668
114076.572,ICMP,117759,11178454,117760,11178552
114106.595,ICMP,117791,11181478,117792,11181576
114136.617,ICMP,117822,11184404,117823,11184502
114166.639,ICMP,117852,11187288,117853,11187386
114196.661,ICMP,117884,11190312,117885,11190410
114226.683,ICMP,117915,11193238,117916,11193336
114256.704,ICMP,117946,11196164,117947,11196262
114286.726,ICMP,117975,11199006,117976,11199104
114316.747,ICMP,118008,11202072,118009,11202170
114346.769,ICMP,118039,11204998,118040,11205096
114376.789,ICMP,118070,11207924,118071,11208022
114406.811,ICMP,118102,11210948,118103,11211046
114436.831,ICMP,118134,11213916,118135,11214014
114466.855,ICMP,118164,11216800,118165,11216898
114496.878,ICMP,118196,11219824,118197,11219922
114526.900,ICMP,118227,11222750,118228,11222848
114556.923,ICMP,118259,11225718,118260,11225816
114586.945,ICMP,118291,11228742,118292,11228840
114616.967,ICMP,118321,11231626,118322,11231724
114646.989,ICMP,118352,11234552,118353,11234650
114677.011,ICMP,118383,11237534,118384,11237632
114707.032,ICMP,118413,11240418,118414,11240516
114737.054,ICMP,118444,11243344,118445,11243442
114767.075,ICMP,118474,11246228,118475,11246326
114797.097,ICMP,118505,11249210,118506,11249308
114827.120,ICMP,118536,11252136,118537,11252234
114857.141,ICMP,118566,11255020,118567,11255118
114887.162,ICMP,118597,11258002,118598,11258100
114917.185,ICMP,118628,11260928,118629,11261026
114947.207,ICMP,118658,11263812,118659,11263910
114977.229,ICMP,118690,11266836,118691,11266934
115007.251,ICMP,118721,11269762,118722,11269860
115037.273,ICMP,118752,11272744,118753,11272842
115067.295,ICMP,118784,11275712,118785,11275810
115097.317,ICMP,118815,11278638,118816,11278736
115127.339,ICMP,118847,11281662,118848,11281760
115157.363,ICMP,118877,11284546,118878,11284644
115187.386,ICMP,118908,11287472,118909,11287570
115217.408,ICMP,118940,11290440,118941,11290538
115247.429,ICMP,118971,11293422,118972,11293520
115277.451,ICMP,119002,11296348,119003,11296446
115307.473,ICMP,119033,11299274,119034,11299372
115337.495,ICMP,119064,11302256,119065,11302354
115367.517,ICMP,119095,11305182,119096,11305280
115397.540,ICMP,119125,11308066,119126,11308164
115427.562,ICMP,119157,11311090,119158,11311188
115457.583,ICMP,119188,11314016,119189,11314114
115487.605,ICMP,119218,11316900,119219,11316998
115517.627,ICMP,119250,11319924,119251,11320022
115547.649,ICMP,119281,11322850,119282,11322948
115577.672,ICMP,119312,11325776,119313,11325874
115607.693,ICMP,119344,11328800,119345,11328898
115637.715,ICMP,119374,11331684,119375,11331782
115667.736,ICMP,119406,11334652,119407,11334750
115697.759,ICMP,119436,11337536,119437,11337634
115727.781,ICMP,119468,11340560,119469,11340658
115757.803,ICMP,119498,11343444,119499,11343542
115787.824,ICMP,119530,11346412,119531,11346510
115817.845,ICMP,119562,11349436,119563,11349534
115847.866,ICMP,119592,11352320,119593,11352418
115877.887,ICMP,119622,11355204,119623,11355302
115907.908,ICMP,119654,11358228,119655,11358326
115937.929,ICMP,119685,11361154,119686,11361252
115967.950,ICMP,119716,11364080,119717,11364178
115997.971,ICMP,119748,11367104,119749,11367202
116027.992,ICMP,119778,11369988,119779,11370086
116058.013,ICMP,119809,11372914,119810,11373012
116088.033,ICMP,119841,11375938,119842,11376036
116118.055,ICMP,119872,11378864,119873,11378962
116148.077,ICMP,119903,11381790,119904,11381888
116178.099,ICMP,119932,11384632,119933,11384730
116208.121,ICMP,119964,11387656,119965,11387754
116238.142,ICMP,119994,11390540,119995,11390638
116268.164,ICMP,120024,11393424,120025,11393522
116298.187,ICMP,120055,11396406,120056,11396504
116328.209,ICMP,120086,11399332,120087,11399430
116358.231,ICMP,120115,11402174,120116,11402272
116388.252,ICMP,120147,11405198,120148,11405296
116418.274,ICMP,120177,11408082,120178,11408180
116448.293,ICMP,120208,11411064,120209,11411162
116478.312,ICMP,120239,11413990,120240,11414088
116508.333,ICMP,120269,11416874,120270,11416972
116538.355,ICMP,120301,11419898,120302,11419996
116568.377,ICMP,120330,11422684,120331,11422782
116598.398,ICMP,120362,11425708,120363,11425806
116628.419,ICMP,120394,11428676,120395,11428774
116658.441,ICMP,120425,11431658,120426,11431756
116688.463,ICMP,120456,11434584,120457,11434682
116718.483,ICMP,120486,11437468,120487,11437566
116748.504,ICMP,120518,11440492,120519,11440590
116778.525,ICMP,120549,11443418,120550,11443516
116808.548,ICMP,120580,11446344,120581,11446442
116838.571,ICMP,120611,11449326,120612,11449424
116868.593,ICMP,120643,11452294,120644,11452392
116898.615,ICMP,120674,11455220,120675,11455318
116928.638,ICMP,120706,11458244,120707,11458342
116958.661,ICMP,120737,11461170,120738,11461268
116988.684,ICMP,120768,11464096,120769,11464194
117018.706,ICMP,120799,11467078,120800,11467176
117048.729,ICMP,120830,11470004,120831,11470102
117078.751,ICMP,120861,11472930,120862,11473028
