duration,protocol,in_packets,in_bytes,out_packets,out_bytes
7101.985,TCP,398428987,26296308438,600082752,26259132075272
7132.003,TCP,400134156,26408849544,602646525,26371318496010
7162.024,TCP,401833161,26520983850,605206281,26483330587282
7192.045,TCP,403636996,26640036936,607922570,26602191232956
7222.067,TCP,405360087,26753760918,610516363,26715694156126
7252.089,TCP,407061001,26866021218,613073535,26827593355686
7282.110,TCP,408836911,26983231254,615746655,26944565222358
7312.131,TCP,410525382,27094670292,618288337,27055785888386
7342.153,TCP,412262378,27209312004,620905125,27170293880866
7372.174,TCP,414003044,27324195936,623522676,27284833250664
7402.197,TCP,415706398,27436617288,626084924,27396953968864
7432.218,TCP,417467608,27552857100,628736757,27512994147426
7462.240,TCP,419179109,27665816142,631311116,27625644802616
7492.261,TCP,420902065,27779531214,633906150,27739199647044
7522.283,TCP,422644126,27894507216,636528685,27853960791554
7552.304,TCP,424384110,28009346136,639151072,27968713668760
7582.326,TCP,426183201,28128086094,641860401,28087269833922
7612.348,TCP,427907816,28241910660,644456171,28200856772902
7642.370,TCP,429656805,28357343910,647090764,28316143133064
7672.392,TCP,431378691,28470988362,649684443,28429639232214
7702.413,TCP,433118988,28585847940,652303434,28544242857172
7732.434,TCP,434846516,28699864764,654906714,28658158430940
7762.455,TCP,436539481,28811600430,657453987,28769624308494
7792.478,TCP,438276641,28926252966,660070663,28884127575742
7822.499,TCP,440029333,29041930590,662712932,28999750707336
7852.520,TCP,441760846,29156210424,665321197,29113885500354
7882.543,TCP,443569930,29275609944,668047611,29233191344590
7912.565,TCP,445273934,29388074184,670612126,29345412351420
7942.587,TCP,447012745,29502835686,673229348,29459936561064
7972.610,TCP,448731075,29616245442,675812726,29572982010172
8002.632,TCP,450454681,29730003390,678408943,29686590016062
8032.653,TCP,452215693,29846230158,681059467,29802574140510
8062.676,TCP,453992030,29963468376,683735506,29919673274516
8092.697,TCP,455703343,30076415010,686309268,30032297347848
8122.719,TCP,457427490,30190208688,688905683,30145912969758
8152.741,TCP,459182935,30306068010,691547069,30261496131274
8182.762,TCP,460950808,30422747604,694210809,30378058237994
8212.784,TCP,462640456,30534264372,696751975,30489257439366
8242.806,TCP,464387580,30649574532,699381832,30604337047800
8272.828,TCP,466147608,30765736356,702032925,30720347031738
8302.849,TCP,467835364,30877128264,704574387,30831558638574
8332.870,TCP,469597220,30993410736,707228213,30947686963922
8362.890,TCP,471364556,31110054888,709892388,31064268759400
8392.912,TCP,473074424,31222906176,712462449,31176731108538
8422.934,TCP,474749811,31333481694,714985452,31287135011040
8452.953,TCP,476454904,31446017808,717548898,31399307516588
8482.975,TCP,478175381,31559569290,720138960,31512646352784
8512.997,TCP,479941085,31676105730,722800674,31629118541468
8543.018,TCP,481692680,31791710976,725438591,31744549628270
8573.039,TCP,483460073,31908358914,728097375,31860895401262
8603.061,TCP,485200800,32023246872,730715809,31975473167522
8633.083,TCP,486904309,32135678466,733278068,32087594935048
8663.103,TCP,488633390,32249797788,735878098,32201368671396
8693.126,TCP,490363594,32363991228,738483396,32315372327664
8723.147,TCP,492106443,32479019262,741110882,32430357341884
8753.168,TCP,493862750,32594935500,743760682,32546310354484
8783.191,TCP,495566126,32707358316,746324895,32658516858326
8813.212,TCP,497244142,32818107348,748852305,32769115301146
8843.233,TCP,498949227,32930642934,751419868,32881469219168
8873.255,TCP,500621270,33040997748,753939415,32991723537406
8903.277,TCP,502356026,33155491608,756554138,33106141085716
8933.299,TCP,504058081,33267827214,759120711,33218453520398
8963.321,TCP,505711638,33376961952,761610142,33327390477548
8993.342,TCP,507375770,33486794616,764112679,33436899904662
9023.363,TCP,509081156,33599350068,766681140,33549295301456
9053.385,TCP,510768179,33710693538,769220556,33660417185872
9083.406,TCP,512456017,33822090822,771763590,33771698430508
9113.425,TCP,514174916,33935538132,774354202,33885061813444
9143.446,TCP,515828297,34044661230,776845586,33994082130940
9173.468,TCP,517553853,34158547902,779443867,34107781368118
9203.489,TCP,519224310,34268798040,781959396,34217858146664
9233.510,TCP,520929100,34381314132,784526680,34330199725480
9263.532,TCP,522601354,34491682872,787043653,34440340234410
9293.553,TCP,524304221,34604072070,789606766,34552500920748
9323.575,TCP,525929928,34711368684,792054988,34659634033320
9353.597,TCP,527571906,34819739208,794525439,34767738872382
9383.617,TCP,529281885,34932597798,797095776,34880217557800
9413.638,TCP,530925400,35041069764,799568051,34988403519742
9443.660,TCP,532618456,35152811412,802116123,35099905953934
9473.682,TCP,534372003,35268545490,804754916,35215376681544
9503.703,TCP,536087312,35381755860,807336375,35328339756694
9533.724,TCP,537729730,35490155424,809805912,35436404362240
9563.746,TCP,539425684,35602088364,812361084,35548220198328
9593.768,TCP,541132407,35714732058,814929731,35660622029174
9623.790,TCP,542816009,35825849766,817463983,35771519309350
9653.811,TCP,544500762,35937043440,819998533,35882428994370
9683.832,TCP,546142492,36045397596,822466671,35990433214462
9713.854,TCP,547850457,36158123262,825036855,36102903501174
9743.875,TCP,549561856,36271075572,827616754,36215797463580
9773.896,TCP,551265820,36383537172,830182849,36328086077522
9803.917,TCP,552976938,36496470960,832756799,36440719010270
9833.939,TCP,554578787,36602192970,835165606,36546127627860
9863.961,TCP,556222475,36710676354,837638437,36654336106474
9893.982,TCP,557881558,36820175832,840134449,36763559103882
9924.004,TCP,559610003,36934253178,842742516,36877687789360
9954.025,TCP,561283815,37044724770,845259994,36987849827452
9984.047,TCP,562893463,37150961514,847679587,37093727935550
10014.069,TCP,564588971,37262865042,850232903,37205458583438
10044.090,TCP,566301381,37375884078,852814080,37318407222056
10074.111,TCP,567966816,37485802788,855318678,37428004145108
10104.134,TCP,569671210,37598292768,857884317,37540274575106
10134.155,TCP,571343290,37708650024,860405839,37650613368902
10164.177,TCP,572996491,37817761266,862892802,37759440127844
10194.199,TCP,574637289,37926053910,865363918,37867574175444
10224.221,TCP,576364754,38040066576,867967258,37981494471764
10254.242,TCP,578050309,38151313182,870507408,38092649762096
10284.263,TCP,579745869,38263220094,873062778,38204471837524
10314.286,TCP,581400324,38372414100,875547824,38313215699104
10344.305,TCP,583110525,38485287342,878119007,38425727339430
10374.326,TCP,584709390,38590812408,880524707,38530999830294
10404.347,TCP,586416153,38703458742,883096948,38643559118832
10434.369,TCP,588109855,38815243050,885647250,38755158430612
10464.390,TCP,589841005,38929498950,888254378,38869243734468
10494.411,TCP,591510326,39039674112,890769904,38979322282664
10524.432,TCP,593197944,39151056876,893311502,39090541893844
10554.453,TCP,594842464,39259595196,895786112,39198829198256
10584.473,TCP,596567150,39373424448,898382144,39312429983000
10614.495,TCP,598289766,39487117104,900979058,39426070212740
10644.515,TCP,599935265,39595720026,903456415,39534477891454
10674.536,TCP,601638796,39708153048,906019901,39646653282474
10704.558,TCP,603352435,39821253222,908601034,39759601131780
10734.578,TCP,605008352,39930543720,911093950,39868689641940
10764.600,TCP,606740789,40044884562,913700685,39982758273714
10794.622,TCP,608377851,40152930630,916166199,40090646912102
10824.644,TCP,610056291,40263707646,918691342,40201145655740
10854.665,TCP,611732171,40374315726,921212973,40311488650306
10884.686,TCP,613426492,40486140888,923762714,40423062431932
10914.707,TCP,615084535,40595571726,926258508,40532275388320
10944.728,TCP,616739523,40704800910,928750158,40641308698772
10974.749,TCP,618421353,40815801666,931283357,40752160623698
11004.770,TCP,620063914,40924210692,933751409,40860162478090
11034.791,TCP,621742924,41035025328,936277991,40970725280590
11064.811,TCP,623413971,41145314406,938789165,41080611847626
11094.833,TCP,625109075,41257191270,941340466,41192254938252
11124.853,TCP,626796465,41368558986,943883339,41303529290606
11154.873,TCP,628434605,41476676202,946348874,41411419175188
11184.894,TCP,630054415,41583583662,948783787,41517968400406
11214.916,TCP,631726891,41693967054,951298103,41627995029390
11244.937,TCP,633392247,41803880526,953803572,41737632904368
11274.957,TCP,635150070,41919896844,956448109,41853354620770
11304.979,TCP,636846277,42031846482,959000533,41965046478362
11335,TCP,638442212,42137178168,961398319,42069970581814
11365.018,TCP,640154713,42250203210,963975517,42182746860282
11395.039,TCP,641855636,42362464104,966534208,42294714578928
11425.060,TCP,643569126,42475554420,969111951,42407514552238
11455.082,TCP,645277703,42588320478,971682566,42520002299972
11485.104,TCP,646970909,42700072050,974231514,42631542080860
11515.125,TCP,648657970,42811418052,976769206,42742588747260
11545.146,TCP,650377451,42924903774,979358905,42855911699762
11575.168,TCP,652020326,43033333500,981831111,42964092021806
11605.188,TCP,653607601,43138093626,984218846,43068576894980
11635.209,TCP,655288268,43249017624,986745978,43179164767780
11665.231,TCP,656973753,43360259610,989282868,43290176909312
11695.251,TCP,658646105,43470634818,991799250,43400292606628
11725.272,TCP,660265395,43577507934,994235459,43506898671534
11755.293,TCP,661928886,43687298340,996735952,43616317590024
11785.313,TCP,663591922,43797058692,999238128,43725809233456
11815.335,TCP,665238998,43905765684,1001714722,43834184748420
11845.355,TCP,666941547,44018133894,1004278863,43946387643382
11875.376,TCP,668610307,44128272030,1006788468,44056204966008
11905.397,TCP,670324656,44241419040,1009369919,44169169679406
11935.417,TCP,672044093,44354901858,1011957678,44282407569964
11965.439,TCP,673721057,44465581458,1014478678,44392726078308
11995.461,TCP,675429322,44578326948,1017051510,44505312276388
12025.483,TCP,677165086,44692887348,1019666560,44619744722600
12055.506,TCP,678823916,44802370104,1022161733,44728931751634
12085.526,TCP,680461365,44910441738,1024624929,44836718524434
12115.547,TCP,682162102,45022690356,1027181708,44948600723856
12145.568,TCP,683796718,45130574988,1029641378,45056234565788
12175.590,TCP,685443898,45239288868,1032117046,45164566634828
12205.612,TCP,687148211,45351773502,1034680529,45276743074978
